data;id;produto;detalhes;preco;categoria
2026-08-17;991c6624-7e52-4a77-a83c-ff1d95e6644a;Molho Shoyu Italianinho 150ml;Embalagem 150ml;3.77;Étnicos
2026-08-17;b0740086-d18a-4afe-b37b-e7ed70182c65;Molho Shoyu Tempemar 150ml;Embalagem 150ml;4.53;Étnicos
2026-08-17;ac9ff8de-2b93-4b04-b5d3-9a0963644b0a;Molho Shoyu Knorr 150ml;Embalagem 150ml;10.79;Étnicos
2026-08-17;d3d5f83c-630c-40b3-94f6-42f3e5c24b9f;Molho Shoyu Soja Suave Sakura 150ml;Embalagem 150ml;6.36;Étnicos
2026-08-17;fc994abc-9041-4d7c-85a9-7b55f4b5f86a;Miojo Instantâneo Yakissoba Ufo Sabor Carne Nissin 97g;;8.63;Étnicos
2026-08-17;c8664c9e-d84c-4d37-933b-5b2ec55a2f49;Curcuma Longa 130mg Vit.E Selenio Vit.B12 60 Caps;;38.87;Farmácia
2026-08-17;708d7bd4-7c42-4ab1-b1e8-deeecc209361;Combo 18x Cerveja Heineken 330ml;;139.86;Combos
2026-08-17;a0ff63a3-3a82-461c-9c60-319718e929b8;Combo 24x Cerveja Heineken 0,0 330ml;-;186.48;Combos
2026-08-17;21011e81-2655-4bb5-ba8b-9b6ac4147659;Combo 24x Cerveja Heineken 473ml;-;188.88;Combos
2026-08-17;4fdbde7d-ed27-4ac2-8ce7-ec3049bdd3f2;Combo 2x Cerveja Heineken 5l;-;259.18;Combos
2026-08-17;d026396b-c3a6-424c-81be-25be28b50889;Combo 3 Coca-Cola Sa e 3 Coca 350ml;;25.2;Combos
2026-08-17;2704fde5-bdee-4289-8e79-48f68c47a2f4;Combo 3x Amstel 350ml;;11.97;Combos
2026-08-17;2f77b27b-d967-49e7-a439-81aef5df4929;Combo 3x Amstel 473ml;;16.83;Combos
2026-08-17;0184f51f-f274-4890-b426-afd358a6fe32;Combo 6Coca-Cola Sa e 6Coca-Cola 350;;50.4;Combos
2026-08-17;8acb33b2-e18e-4f2b-8f9b-7ec2e04eea04;Combo 6x Amstel 473ml;;33.66;Combos
2026-08-17;bdcc9487-6f80-42d8-bedd-8dde2cfef861;Combo 6x Heineken 330ml;;46.62;Combos
2026-08-17;52291279-9b38-42ca-8236-987d5a1ee2f3;Combo: Cc 350ml 12un+Ftalar350 6un;;73.02;Combos
2026-08-17;ba4538a9-3353-45e9-99f6-32fbceca5dc6;Combo : Ccsa 350ml 18 unidades;;75.6;Combos
